content,score,Sentimen
Aplikasi tai dulu aplikasi tidam seperti ini saya sangat kecewa dengan aplikasi ini sudah 2 kali transaksi... transaksi pertama padahal sudah di bayar tapi sistem masih menentukan penunggu pembayaran dan akhir nya kadaluarsa trus pembayaran ke dua saya mencoba kembali dan akhir nya sama seperti hal nya pembayaran yang pertama di terverifikasi sudah terbayar padahal sudah di bayar tapi sistem masih saja nentuin belum di bayar dan saya ajukan isi form untuk bukti tapi tidak bisa di upload apk tai..,1,Negatif
"akhirnya ngasih rating juga. fitur BukaStruk tolong diperbaiki, beberapa kali upload sering banget teridentifikasi struk duplikat atau tidak dikenal. padahal hasil pengambilan foto jelas. coba study banding sama aplikasi snapca*t, itu ngambil foto goyang dikit aja hasilnya bisa jelas dan terverify. kalo dipandang g perlu ya g usah. fokus pengembangan yg lain aja. tq",1,Negatif
"Klo beli 40 item barang ,begitu klik pembayaran ,eror ,di list tagihan tidak muncul,di list pembelian muncul tertulis belum bayar ,mau bayar tidak ada tombol pembayaran , dan yg bikin kesal barang di keranjang semua kosong , mesti ulang lagi pilih barang yg 40 item,kenapa begitu sistemnya klo pembayaran eror ,y barang keranjang jangan kosong , saya capek pilih lagi dari awal dan eror lagi ,buang buang waktu tenaga bikin emosi capek",1,Negatif
"Alhamdulillah sudah ada perubahan jd lebih baik dari sebelumnya yg aplikasi lelet banget sekarang jadi cukup baik, user interface jd lebih baik, tp pas pencairan dana panjual masih belum puas... Masih lelet dan lebih lelet ketika pencairan dana pada weekend. Overall is good.",4,Positif
"Saya hanya pembeli, baru² ini transaksi selalu gagal & dikembalikan. Waktu proses transaksi 6 kali, selalu keluar peringatan gangguan pada server. Saya chat ke CS Bukalapak, kata yang melayani, sistem mereka bagus gada gangguan. Saya disuruh abaikan peringatan itu & lakukan transaksi ulang, juga saya disuruh logout & login ulang. Tapi hasilnya tetap sama. Transaksi saya gagal & dikembalikan. Jadi apakah saya bisa kasih rating lebih dari 1 ⭐. Kalau bisa rating ½ ⭐ malah saya pilih itu 😀",1,Negatif
"Bisa dibilang saya pengguna lama , sejak th 2015 Sampek sekarang, ya seperti ini koneksi bagus kadang lag parah di dalemnya , tapi sekalipun belum pernah menang buat even serbunya :(, semoga bisa menang amin , dan terus berkembang dan sukses terus buka lapak.",5,Positif
"terpaksa ngurangi bintang, setelah update 18 september, aplikasi gak bisa dibuka, blank putih berkedip seperti LCD rusak,.. dan diakhiri notif update sekarang, piyee toh, update udah mentok terpaksa uninstal deh.. bye.. info ke email setelah ada perbaikan.",1,Negatif
"Good aplikasi yg selalu menyediakan segala kebutuhan,, dan berbagai macam barang yg qta inginkan.. semua produk ada,saya suka.. dgn metode pengiriman yg bisa qta pilih sendiri, dn dgn pembayaran yg aman.. bukalapa KEREN... KEBUTUHAN APA AJA TINGGAL ""BUKA AJA BUKALAPAK""",5,Positif
"Ga ada opsi pilih warna untuk penjual, ga ada menu catatan di setiap barang yg dipesan, bikin rumit kalo bikin catatan, pilihan voucher gratis ongkir dll susah, harus bolak balik menu. Ribet deh. Bisa gulung tikar kalo Bukalapk ga dengerin keluhan pengguna nya.",2,Negatif
"Tambah ga karuan lg. Bagi saya tukang audio dan perakit barang elektronik yg suka belanja komponen yg kualitas bagus di online sangat2 kecewa sistem bukalapak jadinya gabisa buat membelanjakan barang lebih dari 20 jenis barang. Lebih dari itu hanya ada respon (koneksi server terganggu,silakan coba lagi) Jadi maaf saya pindah ke TOKOPEDIA bisa belanja lebih dr 100 jenis barang sekaligus dalam satu toko jadi ga banyak biaya ongkir",2,Negatif
"Ongkir tidak sesuai. 3 aplikasi berbeda, Untuk barang, harga, pengirim dan tujuan yang sama. BL yang yang berbeda, tarif ongkir yang lebih mahal. Pakai min belanja. Dapat potongan tetapi setelah potongan tarif malah sama dengan aplikasi lain yang belum di potong. Jatuh nya sama aja tanpa potongan.",1,Negatif
"Applikasi Bukalapak sangat mengecewakan, setiap ada orderan dari customer dengan kurir J & T yang keluar selalu resi pengiriman otomatis, padahal saya hanya dropshiper, mana mungkin bisa menggunakan resi pengiriman otomatis, sedangkan yang mengirimkan barang nya adalah supplier. Lebih enak di Tokopedia, penjual bisa mengaktifkan atau menonaktifkan resi pengiriman otomatis.",1,Negatif
"Untuk penerapan kode promo seringkali kita kehilangan promonya saat transaksi batal padahal karena sistemnya yang bug, contohnya hari ini saya transaksi dengan metode kartu kredit, setelah selesai memasukkan semua detail dan verifikasi dari API midtrans kemudian saat lempar balik ke Aplikasi Bukalapak dia hanya loading saja tanpa ada action apa"", setelah menunggu 30 mnit saya kill process dan buka kembali tau"" transaksi sdh digagalkan. Sering banget begini, mengecewakan.",2,Negatif
"Aplikasi semakin bagus dan menarik visualnya, gk kalah update features-nya sama yg lainnya. Semoga terus berkembang dan maju, sukses slalu.. desain grafisnya juga harus makin mantap. :D Oh ya untuk menambahkan alamat terkadang error kalo dari smartphone tapi bisa diakali daftarnya melalui pc/laptop. Seterusnya bisa dipake normal kembali di smartphone.",5,Positif
"suka loading buka fitur pesan. Kalo scroll down di pencarian atau lapak orang, sering banget barang-barangnya muncul berulang. kinda spam. entah kesalahan aplikasi atau pihak pelapak yg double post, tapi kalo bisa ya dihindari. terima kasih",2,Negatif
"Pengiriman via sicepat ada kendala status pengiriman tidak terupdate otomatis, mau komplain via buka bantuan live chat juga tidak tampil live chatnya, tolong diperbaiki bug nya, aplikasinya jg terasa berat, loading terus, padahal pakai wifi sudah cepat koneksinya.",1,Negatif
"Saya kecewa setelah bukalapak bekerja sama dengan DANA, untuk mencairkan uang harus foto KTP segala macam kaya mau daftar cicilan. Sangat tidak efisien harus menggunakan 2 aplikasi. Dulu ketika masih pakai bukadompet sangat mudah. Ketika uang dari pembeli masuk bisa langsung ditransfer ke rekebing pribadi. Sekarang mau transfer harus akun premium, saya daftar akun DANA premium sulit sekali dengan alasan foto identitas kurang jelas",1,Negatif
"Sudah pebaharui akun dengan email dan username baru, tp ttp error. Dipakai transaksi sekali tiba2 tidak bsa login lg. Padahal semua sesuai prosedur. Dan sudah dipakai transaksi sekali. Tp kok skrng sama sekali gk bsa login, kalo bisa ngasih rating tanpa bintang, ta kasih minus 5 sekalian",1,Negatif
"Aplikasi nya sangat mudah untuk jualan, tapi untuk server nya payah, mudah sekali di masuki link phishing,, sudah sering terjadi pencurian akun penjual di bukalapak, sehingga berapa pun uang yg ada di bukadompet atau dana, hilang semua. Jika uang sudah hilang, lalu kita laporkan ke Bukabantuan, paling bukadompet di bekukan, Tapi jangan pernah berharap uang yg sudah hilang bisa kembali lagi,, karena Jawaban dari bukalapak, SUDAH TIDAK BISA MEMBANTU LEBIH..",1,Negatif
"Aplikasi cukup baik tampilan ringkas dan mudah, tidak banyak iklan, pencarian nyaman, kekurangan mungkin pada saat tanpa sengaja ke back tidak dpt kembali ke halaman sebelumnya, lalu utk login masih sering error, akan lebih baik jika bagian filter ditambahkan opsi pengecualian kata (cthnya ingin cari hp ""selain s*msung"")",5,Positif
salah satu aplikasi belanja online dengan fitur yang sangat membantu dalam saya bertransaksi. sayangnya aplikasinya perlu adanya peningkatan dalam kecepatan pencarian dan sering terjadinya crash hingga perlu restart kembali aplikasinya. mudah2an semakin pelayanan akan fitur dan tawaran promosinya bertambah,4,Positif
"sya bingung tdk bisa login, karena no telepon saya sudah non-aktif sedangkan menerima kode OTP hanya ke no telepon saja. Apa gak bisa melalui alamat email? terus kalau mau ganti no telepon ribet banget hrs melampirkan no kartu identitas dan buku tabungan sesuai rekening, sedangkan saya boro2 punya buku tabungan dan bisa nabung,buat modal aja pas-pasan. karena saya pilih Bukalapak itu untuk meringankan biaya, kalau akhirnya pengguna Bukalapak di keadaan seperti ini di persulit sya bisa kecewa nih",5,Positif
"yang paling saya suka, anti error 😁 ga pernah kejadian capek2 scroll terus keluar sendiri. cepat juga aplikasinya, jd ga buang waktu nunggu buffering 😊 kalau bisa pilihan ekspedisi di tambah juga dengan lion parcel dan ekspedisi lain, dan tolong di pantau juga kalau ada promo ekspedisi misalnya 2 kilo di hitung 1 kilo dll...",5,Positif
"saya kecewa tidak dapat masuk akun BL karena no hp yg dulu hilang,saya sudah beberapa kali mengubah dngn no hp yg baru mengisi data poto lalu di kirimkan ke bukalapak namun tidak ada jawaban sudah 4 kali saya mengisi data2 poto itu ,BL yang sekarang tidak seperti dulu",1,Negatif
"Pemakaian simbol/tanda baca terbatas untuk pengisian judul barang. Padahal banyak judul buku yang memakai tanda baca seperti koma (,), tanda seru (!), atau simbol lainnya. Kadang notifnya ga bunyi jadi ga tau klo ada pesan/transaksi. Semoga kedepannya lebih baik.",4,Positif
"Aplikasi yang membantu untuk belanja online, terutama di nego dan komplainnya. Pelayanan baik, tapi kadang agak lemot (but it's okay for me). Sayangnya masih belum ada opsi produk yang dikirim dari luar negeri.. padahal merk lainnya ada yg begitu (tapi tak apa asalkan pedagang tuan rumah tak terkalahkan oleh pendatang). berharap ada banyak fitur baru dimasa depan. thx",5,Positif
"sya paling suka blanja disni di banding online shop yg lain, karna simple dan terpercaya. aplikasi sangat keren, selalu ada inovasi dan pastinya promo ongkir yang sangat membantu banget. saya hanya ingin memberi saran kepada pihak bukalapak, dan pihak pengembang aplikasi bukalapak. tolong dong di menu transaksi di beri menu agar bisa menghapus histori transaski, sperti menghapus transaksi yang sudh selesai, transaksi dibatalkan, atau pun tagihan yang sudah kadaluwarsa. trimaksih, maju terus BL.",5,Positif
"Dengan dihilangkannya fitur buka dompet, para pembeli yg tidak memiliki saldo cukup untuk pembayaran transaksi semakin tambah ribet saja karena kekurangan sisa pembayaran transaksi tidak bisa ditambahkan sperti biasanya. Masih masuk ke dana & saldo itupun masih ribet segala macem. Dan penambahan uang yg ada di dana tdk bisa ditambahkan langsung dari uang yg ada di saldo. Buat saya pribadi, ratingnya semakin turun",2,Negatif
"Saya senang berbelanja di Bukalapak krn selama ini aman dan mudah, tapi kadang barang yg setelah di nego dan di batalnya transaksinya kadang ngeBug atau mgkn emang programnya gitu ? nggak bisa belanja barang yang lain.",5,Positif
"suka belanja d bukalapak,aman juga... kalau bisa tingkatkan lagi,dan mohon agar proses transaksi jgn terlalu lama,seperti pesanan saya saat ini,udah 3hari d proses pelapak,status blm d kirim... harusnya 2hr udh sampai,ini d krm jg blm. kan pembeli pengen cepet lihat barang yg dia beli,gak berlama lama nunggu. tks",5,Positif
Kami sudah lama punya lapak disini.. cukup membantu tapi sayang webmaster website tidak tanggap dengan kekurangan error system atau memang server yg kurang bagus. Banyak sekali kami temui masalah di sana sini. Contoh kecil: sudah berulang kali upload foto produk tapi tidak muncul2.. [Update tgl.10 juli 2018] Aplikasi makin parah.terutama versi Terbaru. Makin tidak nyaman.. sering Loading lama gak jelas.! (Update 29okt2018) kualitas server makin buruk...bad gateway (update tgl 26/7/2019 ) PARAH,1,Negatif
"sudah lama pake dan sering banget blanja pake BL, dan aman* saja, hanya saja pada app nya ketika masuk di etalase pelapak, ketika scroll kebawah, nanti pasti item yang sudah terlewati muncul lagi dibawah, dan itu selalu, apa itu sudah diatur, apa memang sebuah kesalahan? . mohon penjelasannya min, terimakasih #bintang ** dulu kalo sudah terselesaikan baru kasih *****, kalo tidak terselesaikan ya kurangi lagi jadi * bintang.",2,Negatif
"Aplikasi busuk, dulu aplikasi ini paling aku suka, setelah gnti HP ganti nomer baru, sudah tidak bisa Login lagi.Mau daftar Akun Facebook dan Akun Google semua sudah terdaftar tapi tetap tidak bisa login dikarnakan harus masuk verifikasi nomer yg lama, mau ganti nomer baru juga gk bisa, harus dengan melampirkan foto ktp nomer rekening tetek bengek.. Auto Uninstal, aplikasi busuk sampah kagak berguna.. najis banget dah pake Aplikasi ini, mending pindah yg lain..",1,Negatif
"Online Shop favorit. Banyak promo, banyak voucher, bisa nego, pengiriman gratis ongkir dan kurirnya banyak, metode pembayaran juga banyak, mudah juga jika ingin komplain barang, pokoknya Aplikasi Pihak ketiga yg sangat memudahkan belanja online╰(*´︶`*)╯",5,Positif
"filter dan sejenisnya gak guna, cari ini malah banyak muncul itu. padahal sudah di setting filternya agar mudah pencarian namun Fitur fungsi dan sejenisnya sama sekali cuma ikonik. gak da guna, tolong perbaiki !!!",4,Positif
"Aplikasinya sangat user friendly dan sangat mudah di gunakan. Selain itu dalam proses pembayaran banyak sekali pilihan metode pembayaran tapi ada salah satu metode pembayaran yaitu via ""COD"" karena ada beberapa pembeli yang masih suka dengan metode ini. Untuk kurir pengiriman barang sangat banyak pilihannya untuk yang satu ini hanya tinggal meningkatkan lagi kualitas pelayanannya dalam memberikan voucher gratis ongkir dari beberapa kurir pengiriman. Thanks Bukalapak maju terus & semakin lanjay.",5,Positif
"Bintang ak turunin, terlalu komersil sampe saldo aja jd DANA dan kalo mo narik saldo pake minimal. Banyak seller yang tidak profesional stock kosong tp sengaja ga diupdate kita udah klik bayar ternyata stock kosong harus nunggu pembatalan baru uang bisa kembali sehingga kalo mau belanja semakin lama. Dan masih banyak problem lg lah. Jd was was kalo mo belanja disini. Mudah2an bisa jd evaluasi buat Dev BL.",1,Negatif
"kalo malam hari aplikasi bisa dibuka hanya sampai di menu home, untuk melakukan pencarian tidak bisa membuka menu favorit tidak bisa dan membuka menu lainnya tidak bisa. aplikasi sudah diupdate hasilnya sama saja, clear chace data sudah dilakukan hasil nihil. log out log in sudah hasil nol. kondisi sinyal bagus bgt, Tokopedia lazada aliexpres Facebook youtube semua berjalan sempurna. Bukalapak nol.",1,Negatif
"bagus nyaman, tapi tolong di tingkatkan lagi untuk jaringannya, apabila jaringan tidak stabil sangat susah untuk mengakses app bukalapak (klo bisa dengan minim jaringan gambar bisa di akses walaupun kualitas gambar kurang baik )",5,Positif
"saya puas dengan belanja di bukalapak.belanja lebih cepat ,hemat waktu dan efisiensi biaya pengeluaran. cuman soal jaringan saja kadang susah, susah menerima jaringan. padahal untuk aplikasi belanja online lain cepet .. tapi ini sering terjadi kesalahan jaringan padahal sinyal baguss.untuk mencari barang jga kadang lama gak muncul"" barang yang di cari dan untuk fitur chating sering gak karuan, di luar ada noyifikasi chat tapi pas di lihat gak ada, di refresh juga kadang kosong tapi padahal ada",4,Positif
"Bukastruk selalu gagal. Struk tidak teridentifikasi, ketika bisa dideteksi sebagai duplikat. Dan kalaupun tidak ada masalah, ditolak dengan alasan kuota scan sudah penuh. Padahal cara foto struk sudah benar dan sesuai petunjuk. Sebelumnya tidak ada masalah, setelah update banyak zonknya. Belum lagi rocket shake yang makin kecil nilainya.",1,Negatif
Saat pembeli cari barang.. Barang sudah dapat dicari dengan sempurna.. Tapi barang belum diketahui dari mana asalnya.. Bisa langsung ditampilkan daerah asalnya?? Jadi pembeli dapat langsung memprediksi ongkirnya.. Dari harga dan biaya kirim.. Terimakasih,5,Positif
"sudah baik, tapi di perbaiki kembali dalam buka bantuan, penyelesaian perselisihan.. buat opsi tambahan agar untuk pembeli dapat langsung meretur barang yang sudah sampai, dan jika pembeli kurang suka bisa langsung di retur. sukses bukalapak untuk terus pengembangannya..",5,Positif
Emng bener. Sama kaya aplikasi tetangga shopee.. Setelah update jd lelet loading gambar g muncul2.. Mungkin lebih rumit dan macem2 setelah update jd nya berat.. Serius malah g membantu ini... Males jd nya mo belanja. G bisa liat2... Bukan masalah sinyal kog. Saya uda coba pake wifi kantor kerjaan juga sama. Jd berat bgt...,1,Negatif
"sebenarnya apk ini bagus buat belanja online, saya sangat tertarik sekali. Tapi kok kenapa kadang2 apk nya suka error, kadang blank pas waktu d buka gak nge refresh otomatis. di reload gak respon. harus d uninstal dulu, baru kita download lagi. kan berabe alias ribet kalo harus kek gtu terus2an. ini saya udah yg ke 2 kali nya seperti ini. tolong untuk perbaikan apk nya, makasih!!",1,Negatif
"""MAKSA bener"" setelah ditinjau dan dibandingkan dengan aplikasi lain(tokopedia 👍👍👍,dll) saya merasa lebih nyaman dengan aplikasi lain. yg gak masuk akal,kok setelah akun BL dibuat dan mau dihapus krn aplikasi mau di uinstal malah tidak disediakan. MAKSA kali ya ?? satu bintang diatas bukan nilai untuk buka lapak..tp krn gak bisa diposting kalau ga tekan bintang. makasih untuk bukalapak,krn anda telah memberitahu saya sesuatu yg baik.",1,Negatif
"semoga terus dikembangkan aplikasinya, oiya menurut saya bisa dikembangkan untuk hal pencantuman harganya, karna saya jualan baju, misalkan 1 barang memiliki 2 harga, untuk yang lengan pendek dan lengan panjang, sehingga tidak sampai upload foto 2kali untuk baju yang sama. terimakasih",5,Positif
"saya sebagai pelapak merasa kecewa menggunakan aplikasi bukalapak, untuk upload foto diiklan sangat lambat, dan kadang keluar sendiri dan harus mengulang lagi. jangan bilang sinyal internetnya yang kurang bagus, terbukti 3 aplikasi lain yang saya gunakan sangat cepat dan tidak pernah ada masalah waktu upload gambar diiklan. dan ini bukan saya saja yang mengalami seperti ini.",1,Negatif
"Masih perlu perbaikan, terutama pada servernya, jangan sampai fitur macet karena traffict diserver malah jaringan pemakai yg disalahkan. untuk beberapa fitur kalau bisa jangan web base seperti buka bantuannya dan fitur game. overall sangat membantu buat saya yg malas ke toko atau mall untuk beli barang. Thanks....",5,Positif
aplikasi lumayan namun di minggu ke 2 mulai terlihat bugnya terkadang gambarnya keluar dari frame teus dia berhenti dan gak bisa di buka lagi... udah di uninstall dan instal ulang beberapa kali masih sama.... jadi pake yang di web lagi deh,2,Negatif
"meningkatkan keamanan itu bagus, tp serasa di persulit! mau ganti nomer hp aja susah ribet ga jelas. Harus ""Lampirkan buku tabungan sesuai Rekening yang terdaftar di akun bukalapak anda"" padahal akun sy belum didaftarin rekening karna sy blm punya rekening, ini salah siapa coba? akun bukalapak saya jadi ga bisa dipake lagi)): TOLONG DI BENAHI!!!!!",1,Negatif
makin jelek nih bukalapak semenjak update terakhir...mau belanja jadi susah..selalu minta validasi perangkat terus..padahal sebelumnya bisa..barang yg dipesan udah sampe.tapi sekarang udh berkali-kali transaksi ga bisa lanjut ke proses pembayaran..nyangkut di transaksi belum dibayar&ngga bisa dicancel..kalo katanya clear cache udh saya install ulang&login pake akun yang sama juga om..ga bisa ganti no hp juga..tolong segera perbaiki...kalah deh sama aplikasi lain kalo begini terus..,1,Negatif
"Aplikasi makin berat bos.. saran jangan kebanyakan fitur. lebih baik perbaiki performa.. trus satu lagi ada cacat di fitur BukaStruk, pada saat memulai scan sering terjadi kesalahan pada kamera. padahal HP buat motret normal. saya sudah coba dengan berbagai hp/tidak cuma satu perangkat. tolong di cek dan diperbaiki. terimakasih. overall bukalapak ok dan familiar.",4,Positif
barang yg sy beli tidak bisa direturn padahal bahan tidak sesuai dengan deskripsi. tidak direturn gara2 tingkat tekstur menurut seseorang beda2. kalau kayak gitu sekalian aja anggap karung goni teksturnya halus. tekstur halus pakaian itu ada standarnya. makanya ada klasifikasi jenis pakaian. ada pakaian halus dan tidak.,1,Negatif
"apk sangat tidak setabil. fitur2 sangat lambat. performanya engga bgt. suka error. singkronisasi antara bgsond dan shak itu jelek bgt. selain itu keren.. semoga bisa di tingkatkkan lgi, agar pengguna bisa lebih nyaman, dan apknya jgn terlalu besar MB-nya. terima kasih...",4,Positif
"selalu terbaik bukalapak,, yuk yang cari koleksi batik solo,, toko kami solusinya,, ""yogusa batik solo"" dari motif klasik sampai moderen,, dengan kualitas bahan yang tidak mengecewakan tentunya,, jangan kuwatir hargaya,, selain penjual kami juga produsen,, jadi harga tidak nendang,, yuuukk mampir,, terimakasih,,!!!",5,Positif
"Yang pintar pasti bisa memilih, so jangan terlalu tergiur dengan barang murah, lihat spek, dan sebelum pesan tanyakan dulu soal produk, dan jika respon lama/jutek balasan nya, lebih baik cari yang lain, karna kepuasan pembeli bukan karna produk, tapi kenyamanan dan kepuasan, saya selama setahun gak ada masalah soal pembelian, banyak yang respon lelet saya abaikan cari yang lain, dan insyah allah barang tidak di kirim uang saya selalu kembali di dompet. Yang pentung kalo belanja online juga jangan telalu bdo",5,Positif
"my opinion : marketplace bukalapak ini sebenarnya memilik prospek bagus perusahaannya, dari segi aplikasi platform user friendly, menu2 tertata rapi. but, ada beberapa kekurangan yang musti di perbaiki dari segi IT nya : ✔ banyak pelapak dengan foto duplikat dan harga yang tidak masuk akal ✔ chat seller buyer lambat masuknya atau sama sekali tidak masuk ✔ loading lambat ketika mencari barang dll pelayanan : ✔ buka bantuan dialihkan ga jelas ✔ tdk ada gratis ongkir promo dan voucher ga jelas..",5,Positif
"Wah kok kaya jadi malas ya saat belanja di bukalapak di menu utama lama sekali gambarnya muncul , pada saat mencari barang pun juga lama , dan pada saat untuk melihat barang favorit juga lama .Saya sudah bersihkan cache dan log-in ulang sama saja lama jaringan saya juga padahal bagus sudah ganti ke 4G dan 3G sama saja lama , padahal saya sudah percaya sama BUKALAPAK untuk belanja online tatapi saat ada masalah itu jadinya malas untuk belanja lagi di Bukalapak. MOHON DI PERBAIKI LAGI YA .",2,Negatif
"bukalapak suatu toko yg unik sebab semua yg kita mau pasti ada dan tersedia di dalamnya,belum lagi harga masih bisa di tekan sampai harga yg kita mau gila nggak masih di tambah lagi potongan ongkir bahkan sampai habis alias free ongkir pokoknya buka lapak hebaat banget dan tepat waktu saat pengiriman.",5,Positif
"aplikasi error tidak bisa login..... sudah 3 hari tetap error.. sudah komplain melalui call center,email maupun facebook.. Tetap saja aplikasi Error tidak bisa Login.. Berikut ini keterangannya.. ""Terjadi kesalahan pada Server,harap coba dalam beberapa saat lagi"" Berikutnya muncul ""Terjadi masalah ketika Login,Silahkan coba kembali.. Login hanya bisa melalui m.bukalapak... padahal aplikasi lain seperti OLX,Tokopedia sangat Mudah, tidak bikin Repot.. KECEWA Tingkat Dewa...",1,Negatif
"Buka lapak sekarang lola bngt.. Tambah berat aja klik ini itu kebuka ny lama.. Alasannya koneksi lah.. Padahal udah pke wifi masih aj lola.. Cewaa... Sama jg ikut serbu seru mw ambil SALDO emas ny.. Eh malah macem"" mala menu buka mas ny gk bisa di buka.. Alasannya koneksi koneksi padahal sinyal full buka aplikasi lain lancar semua... Udh pk wifi msih jg ttp sinyal alasannya",1,Negatif
"Tolong di perhatikan buat bukalapak , aplikasi menjadi semakin berat walaupun di jalankan dengan sinyal kuat dan ram besar , dan sekarang dari semua aplikasi shop yang ada , bukalapak menjadi nomor 1 aplikasi paling berat dan memakan memory internal terbesar . . padahal dulu bukalapak paling enak di pakai karena ringan . . makasih",2,Negatif
"Sangat kecewa 😓, terutama setelah diupdate yakni, pada hasil pencarian barang yang seharusnya hasilnya all categories & jumlahnya sesuai hasil cari. Namun yang ditampilkan hanya sangat terbatas, cuma 6 produk saja & tidak mencakup produk lain 😡. mohon diperbaiki.",1,Negatif
"Satu dulu ya bintangnya nanti kalo sdh normal app BLnya ditambah bintangnya. Update terbaru app bukalapak saat ini malah menu "" transaksi ""gak bisa dibuka, trus ada pesan katanya ""sayangnya, Bukalapak telah berbenti "" sebelum diupdate normal gak ada masalah. Tolong diperbaiki dibagian menu "" transaksi """,1,Negatif
"Kacau lah abis update 3 Mei aplikasinya jadi berat. buka serbu seru force close mulu. terpaksa pakai aplikasi versi lama. Costumer Support cuma bilang clean cache lah , koneksi harus stabil lah , logout dan login ulang lah. percuma ,tidak bisa memberi solusi yang tepat. mau di clean cache ribuan kali gakbakal bisa kalo solusinya ngga tepat. ini aplikasinya abis update bermasalah.",1,Negatif
"Selama ini belanja di BL gk ada masalah, semuanya ok, dan alhamdulilah selalu dapet seller yg bagus. Tapi untuk melacak kiriman melalui Go-send, map nya tidak terlihat, ketutup sama rincian driver dsb, dan tabel itu tidak ada opsi untuk di hilangkan. saya kasih bintang 5, klo pelayanan antar muka lacak pengiriman Go-send udah di perbaiki.. Makasi..... :)",4,Positif
"Sangat disarankan bagi yangg tidak mau repot jangan coba-coba bertransaksi di bukalapak, lebih baik di tokopedia. Di bukalapak saldo selalu dibekukan dengan alasan untuk melindungi saldo. jadi kita tidak bisa bertransaksi atau cairkan saldo ke rekening karena saldo dibekukan oleh bukalapak. untuk bisa transaksi atau mencairkan saldo ke rekening saja, kita harus bolak-balik menghubungi CS/bukabantuan itupun akan diproses selama 3 hari lebih. Dan masih banyak lagi kejelekan dan kelemahannya.",1,Negatif
Aplikasi bagus sangat membantu bagi saya yg males belanja keluar dan mudah mendapatkan barang yg susah didapat di offline harga bisa lebih.. ditingkatkan lagi promo discount sama gratis ongkir nya biar pelanggam tidak beralih ke online shop yg lain..,5,Positif
"sangat membantu untuk sya yg bekerja di pedalaman yg tidk sempat pergi ke toko. tpi 1 yg sya tidk suka ongkos kirim terlalu mahal, beda dengan apl sebelah yg mungkin bisa lebih murah stengahnya malah ada yg gratis..😁 selebihnya bagus, untuk cs nya juga keren..",4,Positif
"om kalo bisa jangan terlalu banyak menu dan gambar apalagi konten flash.. hp kita ram ny kecil, jadi berat banget buka aplikasi BL ny. kadang malah ga bisa di buka/nge lag/hang/stuck.. dibikin simpel saja biar makin mudah kita jual/beli barang",1,Negatif
"gak banget.. baru beberapa instal dan daftar, udah transaksi juga beberapa jam kemudian pas buka app lagi tiba2 udah logout sendiri dan gak bisa login padahal data udah bener. udah chat bukabantuan jawabannya gak memuaskan, ngegantung👎",1,Negatif
"Bukan kurang,tapi jelas gak suka dwngan tampilan baru bukalapak .. Setelah update,tampilan barunya bukan dibikin lebih mudah malah jadi ribet .. Sekarang,untuk mengelola transaksi aja harus klik bulak balik filter,gak kaya versi sebelumnya yang menurut saya sangat transparan (Semua ada di 1 halaman)ditambah adanya angka² goib yang slalu muncul ditransaksi tanpa ada penjelasan,jadi bisa di bilang angka transaksinya FAKE & membuat bingung para pelapak ! Update itu harusnya transparan & lebih baik",1,Negatif
"App sih bagus,lebih lancar digunkan dari yang lain. Tapi sayangnya custemer care terlalu sering mengabaikan pesan,jadi penggunaya malah kebingungan sendiri tanpa solusi. kebijakanya juga tidak dilakukan,bahkan oleh pihak bukalapak sendiri. biaya juga lebih mahal, ongkir kalah dengan app yang lain, kalo bayar di Indo juga kena beban lagi,ribet dah.",4,Positif
"entah sudah berapa lama saya menggunakan BL dan bertransaksi lewat BL, jika nominal mungkin nilainya sudah ratusan juta, tapi belum pernah ada feedbacknya, atay minimal skala prioritas dalam mendapatkan promo BL sebagai pengguna setia BL, malah dalam setengah taun terakhir contohnya saya selalu mengikuti serbu seru, dan hasilnya ga pernah dapet, saya coba yg lainnya, tp tetep semuanya hanya hasilnya hanya sebuah iklan semata, kayaknya sy harus logout dan coba pakai aplikasi lain nih...",2,Negatif
"menu kategori barang kok gak bisa menampilkan ya, dulu bisa menampilkan dan mau cari barang sesuai lokasi saya sangat mudah, sekarang gak tau nyarinya dimana menu itu. pilih kategori aja gak menampilkan, malah saran barang yg ketampil.",1,Negatif
"Jangan UPDATE TERBARU versi 4 April, Nyesellll..... Tampilan antar muka nya bikin bingung, khususnya Pelapak. Pelapak jadi tidak bisa membedakan mana pesanan yang sudah terkirim atau yang belum, mana yang baru masuk mana yg udah selesai. Semua jadi satu, gak ada perbedaan tampilan. Menu 'Lapak Saya' juga hilang. Jadi susah buat tracking penjualan. Coba disempurnakan lagi lah, bikin bingung pelapak kalau gini...",1,Negatif
parahhhhh... dah ga layak nih skrang aplikasi.. lemot dalam pencarian. ini aplikasi toko apa aplikasi televisi yg munculin ikon iklan doank.. haaaaa.. paraahhhh.. kompresi postingan jg berat saat pencarian.. susah muncul.. boros kuota. parah'y lagi banyak yg komplain dana dompet ga bisa cair. .. haaaa..haaa.. parrraahhhh... mending kompak semua uninstal ja.. 👎🏻👎🏻 mending ke warung sebelah.. cepat mudah aman,1,Negatif
