content,score,Sentimen,lowerCase,text_StopWord,text_tokens,text_stemindo
"Alhamdulillah, selalu puas belanja di BukaLapak. Tapi alangkah baiknya, untuk tampilan user interface dan kolom-kolom menu untuk lebih disederhanakan, tidak terlalu tersembunyi dan tidak terlalu banyak tampilan menu. Saya lebih suka dan lebih enjoy dengan tampilan di versi sebelum-sebelumnya, untuk yang sekarang agak sedikit rumit. Misal, ingin memfilter kategori barang, harus mengklik beberapa panel menu yang sedikit membingungkan. Over all is good. Goodjob, BukaLapak.",5,1,alhamdulillah selalu puas belanja di bukalapak tapi alangkah baiknya untuk tampilan user interface dan kolomkolom menu untuk lebih disederhanakan tidak terlalu tersembunyi dan tidak terlalu banyak tampilan menu saya lebih suka dan lebih enjoy dengan tampilan di versi sebelumsebelumnya untuk yang sekarang agak sedikit rumit misal ingin memfilter kategori barang harus mengklik beberapa panel menu yang sedikit membingungkan over all is good goodjob bukalapak,alhamdulillah puas belanja bukalapak alangkah baiknya tampilan user interface kolomkolom menu disederhanakan tersembunyi tampilan menu suka enjoy tampilan versi sebelumsebelumnya rumit memfilter kategori barang mengklik panel menu membingungkan over all is good goodjob bukalapak,"['alhamdulillah', 'puas', 'belanja', 'bukalapak', 'alangkah', 'baiknya', 'tampilan', 'user', 'interface', 'kolomkolom', 'menu', 'disederhanakan', 'tersembunyi', 'tampilan', 'menu', 'suka', 'enjoy', 'tampilan', 'versi', 'sebelumsebelumnya', 'rumit', 'memfilter', 'kategori', 'barang', 'mengklik', 'panel', 'menu', 'membingungkan', 'over', 'all', 'is', 'good', 'goodjob', 'bukalapak']",alhamdulillah puas belanja bukalapak alangkah baik tampil user interface kolomkolom menu sederhana sembunyi tampil menu suka enjoy tampil versi sebelumsebelumnya rumit filter kategori barang klik panel menu bingung over all is good goodjob bukalapak
"Aplikasi nya lemot banyak fitur nge blank,gak bisa di buka,Oia BL gak usah nanyain OS,aplikay versi apa,lokasi dan kualitas jaringan,yang jelas semuanya udah up-to-date,jadi tolong perbaikilah servernya",1,0,aplikasi nya lemot banyak fitur nge blankgak bisa di bukaoia bl gak usah nanyain osaplikay versi apalokasi dan kualitas jaringanyang jelas semuanya udah uptodatejadi tolong perbaikilah servernya,aplikasi lemot fitur nge blankgak bukaoia bl nanyain osaplikay versi apalokasi kualitas jaringanyang udah uptodatejadi tolong perbaikilah servernya,"['aplikasi', 'lemot', 'fitur', 'nge', 'blankgak', 'bukaoia', 'bl', 'nanyain', 'osaplikay', 'versi', 'apalokasi', 'kualitas', 'jaringanyang', 'udah', 'uptodatejadi', 'tolong', 'perbaikilah', 'servernya']",aplikasi lot fitur nge blankgak bukaoia bl nanyain osaplikay versi apalokasi kualitas jaringanyang udah uptodatejadi tolong baik servernya
"Buruk sekali, jaringan wifi super kenceng tp aplikasi super lemot udah gitu kata kunci cuma salah ketik satu huruf aja ga bisa, barang yang dicari harus tepat ketikannya, saya sudah 4thn langganan d bukalapak, skrg mikir2 pake aplikasi ini, sudah uninstall jauh jauh.",1,0,buruk sekali jaringan wifi super kenceng tp aplikasi super lemot udah gitu kata kunci cuma salah ketik satu huruf aja ga bisa barang yang dicari harus tepat ketikannya saya sudah thn langganan d bukalapak skrg mikir pake aplikasi ini sudah uninstall jauh jauh,buruk jaringan wifi super kenceng aplikasi super lemot udah gitu kunci salah ketik huruf barang dicari ketikannya thn langganan d bukalapak skrg mikir aplikasi uninstall,"['buruk', 'jaringan', 'wifi', 'super', 'kenceng', 'aplikasi', 'super', 'lemot', 'udah', 'gitu', 'kunci', 'salah', 'ketik', 'huruf', 'barang', 'dicari', 'ketikannya', 'thn', 'langganan', 'd', 'bukalapak', 'skrg', 'mikir', 'aplikasi', 'uninstall']",buruk jaring wifi super kenceng aplikasi super lot udah gitu kunci salah ketik huruf barang cari keti thn langgan d bukalapak skrg mikir aplikasi uninstall
"Punya saldo credit banyak percuma ga kepake, pembayaran belanja tidak bisa digabung dengan virtual acount atau transfer. Voucher ongkir sm voucher cashback tidak bisa dipake bareng. Akhirnya belanja lewat shop**.",1,0,punya saldo credit banyak percuma ga kepake pembayaran belanja tidak bisa digabung dengan virtual acount atau transfer voucher ongkir sm voucher cashback tidak bisa dipake bareng akhirnya belanja lewat shop,saldo credit kepake pembayaran belanja digabung virtual acount transfer voucher ongkir voucher cashback dipake bareng belanja shop,"['saldo', 'credit', 'kepake', 'pembayaran', 'belanja', 'digabung', 'virtual', 'acount', 'transfer', 'voucher', 'ongkir', 'voucher', 'cashback', 'dipake', 'bareng', 'belanja', 'shop']",saldo credit kepake bayar belanja gabung virtual acount transfer voucher ongkir voucher cashback dipake bareng belanja shop
"Aplikasinya lemot, sudah masukin 3 barang dan entah kenapa tidak masuk di barang yang dijual. Kalau sudah lemot, membuat batre handphone cepat panas serta boros. Semoga programmernya bisa memperbaiki, padahal tampilan aplikasinya standar tidak seperti e-commerce sebelah yg trendy tapi ga lemot dan g error.",2,0,aplikasinya lemot sudah masukin  barang dan entah kenapa tidak masuk di barang yang dijual kalau sudah lemot membuat batre handphone cepat panas serta boros semoga programmernya bisa memperbaiki padahal tampilan aplikasinya standar tidak seperti ecommerce sebelah yg trendy tapi ga lemot dan g error,aplikasinya lemot masukin barang masuk barang dijual lemot batre handphone cepat panas boros semoga programmernya memperbaiki tampilan aplikasinya standar ecommerce sebelah trendy lemot g error,"['aplikasinya', 'lemot', 'masukin', 'barang', 'masuk', 'barang', 'dijual', 'lemot', 'batre', 'handphone', 'cepat', 'panas', 'boros', 'semoga', 'programmernya', 'memperbaiki', 'tampilan', 'aplikasinya', 'standar', 'ecommerce', 'sebelah', 'trendy', 'lemot', 'g', 'error']",aplikasi lot masukin barang masuk barang jual lot batre handphone cepat panas boros moga programmernya baik tampil aplikasi standar ecommerce belah trendy lot g error
Secara keseluruhan sudah baik tapi saran saya sebagai pelapak coba buat sistem yg bisa mengingatkan/membantu menyelesaikan status transaksi yang belum selesai Karena banyak transaksi yg statusnya belum selesai prosesnya tapi sudah diterima tujuan dan kami tidak tahu (tidak sempat cek) sampai lama dan lupa sehingga dana masih menggantung,4,1,secara keseluruhan sudah baik tapi saran saya sebagai pelapak coba buat sistem yg bisa mengingatkanmembantu menyelesaikan status transaksi yang belum selesai karena banyak transaksi yg statusnya belum selesai prosesnya tapi sudah diterima tujuan dan kami tidak tahu tidak sempat cek sampai lama dan lupa sehingga dana masih menggantung,saran pelapak coba sistem mengingatkanmembantu menyelesaikan status transaksi selesai transaksi statusnya selesai prosesnya diterima tujuan cek lupa dana menggantung,"['saran', 'pelapak', 'coba', 'sistem', 'mengingatkanmembantu', 'menyelesaikan', 'status', 'transaksi', 'selesai', 'transaksi', 'statusnya', 'selesai', 'prosesnya', 'diterima', 'tujuan', 'cek', 'lupa', 'dana', 'menggantung']",saran lapak coba sistem mengingatkanmembantu selesai status transaksi selesai transaksi status selesai proses terima tuju cek lupa dana gantung
"di akun saya tagihan aktif masih saja ada, padahal sudah di cancel dan sudah membuat tagihan baru dan transaksi sudah selesai. tp masih saja ada tagihan aktif. lalu untuk roda rejeki ketika di mainkan hasilnya selalu saja notifikasi sedang dalam perbaikan, padahal terakhir saya mainkan dan muncuk notif perbaikan sudah sekitar 4 bulan yg lalu, tp sampai sekarang masih tetap sama saja, hasil putaran isinya notif sedang dalam perbaikan.",2,0,di akun saya tagihan aktif masih saja ada padahal sudah di cancel dan sudah membuat tagihan baru dan transaksi sudah selesai tp masih saja ada tagihan aktif lalu untuk roda rejeki ketika di mainkan hasilnya selalu saja notifikasi sedang dalam perbaikan padahal terakhir saya mainkan dan muncuk notif perbaikan sudah sekitar  bulan yg lalu tp sampai sekarang masih tetap sama saja hasil putaran isinya notif sedang dalam perbaikan,akun tagihan aktif cancel tagihan transaksi selesai tagihan aktif roda rejeki mainkan hasilnya notifikasi perbaikan mainkan muncuk notif perbaikan hasil putaran isinya notif perbaikan,"['akun', 'tagihan', 'aktif', 'cancel', 'tagihan', 'transaksi', 'selesai', 'tagihan', 'aktif', 'roda', 'rejeki', 'mainkan', 'hasilnya', 'notifikasi', 'perbaikan', 'mainkan', 'muncuk', 'notif', 'perbaikan', 'hasil', 'putaran', 'isinya', 'notif', 'perbaikan']",akun tagih aktif cancel tagih transaksi selesai tagih aktif roda rejeki main hasil notifikasi baik main muncuk notif baik hasil putar isi notif baik
Terus berkembang dan lebih baik lagi.. Mungkin perlu lebih menyederhanakan konsep penggunaan vocer... Seperti vocer gratis ongkir misalnya... Terlalu ribet kalau harus cari sana sini promo ongkir.. Misal kayak di Tokope**a langsung otomatis pakai gfatis Ongkirnya.. Thanks,5,1,terus berkembang dan lebih baik lagi mungkin perlu lebih menyederhanakan konsep penggunaan vocer seperti vocer gratis ongkir misalnya terlalu ribet kalau harus cari sana sini promo ongkir misal kayak di tokopea langsung otomatis pakai gfatis ongkirnya thanks,berkembang menyederhanakan konsep penggunaan vocer vocer gratis ongkir ribet cari promo ongkir kayak tokopea langsung otomatis pakai gfatis ongkirnya thanks,"['berkembang', 'menyederhanakan', 'konsep', 'penggunaan', 'vocer', 'vocer', 'gratis', 'ongkir', 'ribet', 'cari', 'promo', 'ongkir', 'kayak', 'tokopea', 'langsung', 'otomatis', 'pakai', 'gfatis', 'ongkirnya', 'thanks']",kembang sederhana konsep guna vocer vocer gratis ongkir ribet cari promo ongkir kayak tokopea langsung otomatis pakai gfatis ongkirnya thanks
"untuk teman"" yg mau berjualan dibukalapak mending dipikir 2x deh.. baru beberapa penjualan sudah otomatis jadi Superseller, sedangkan kalau super seller harus bayar 3% dari uang penjualan.. tidak ada konfirmasi ke penjual juga, mau untung malah buntung..pas mau dinonaktifkan supersellernya dipersulit.. customer service juga gak berguna.. semakin kesini smakin ngawur bukalapak..",1,0,untuk teman yg mau berjualan dibukalapak mending dipikir x deh baru beberapa penjualan sudah otomatis jadi superseller sedangkan kalau super seller harus bayar  dari uang penjualan tidak ada konfirmasi ke penjual juga mau untung malah buntungpas mau dinonaktifkan supersellernya dipersulit customer service juga gak berguna semakin kesini smakin ngawur bukalapak,teman berjualan dibukalapak mending dipikir deh penjualan otomatis superseller super seller bayar uang penjualan konfirmasi penjual untung buntungpas dinonaktifkan supersellernya dipersulit customer service berguna kesini smakin ngawur bukalapak,"['teman', 'berjualan', 'dibukalapak', 'mending', 'dipikir', 'deh', 'penjualan', 'otomatis', 'superseller', 'super', 'seller', 'bayar', 'uang', 'penjualan', 'konfirmasi', 'penjual', 'untung', 'buntungpas', 'dinonaktifkan', 'supersellernya', 'dipersulit', 'customer', 'service', 'berguna', 'kesini', 'smakin', 'ngawur', 'bukalapak']",teman jual dibukalapak mending pikir deh jual otomatis superseller super seller bayar uang jual konfirmasi jual untung buntungpas nonaktif supersellernya sulit customer service guna kesini smakin ngawur bukalapak
"Setelah update terakhir tgl 17 April 20. Apl BL jadi ga berfungsi. Hanya tampilan menu langsung hilang sendiri. Berkali2 uninsntall dan install ulang hasil tetap begitu.. Mungkin admin dpt memperbaiki atau menyediakan versi sebelumnya agar yg systemnya tdk cocok bisa balik ke versi sebelmnya. Dan yg paling menjengkelkan jawaban dr admin cs bl rada"" semua. Bertahun tahun langganan tiap ada masalah selalu dijawab dgn masalah itu atau disarankan melakukan yg justru sdg dihadapi. Spt saat ini",1,0,setelah update terakhir tgl  april  apl bl jadi ga berfungsi hanya tampilan menu langsung hilang sendiri berkali uninsntall dan install ulang hasil tetap begitu mungkin admin dpt memperbaiki atau menyediakan versi sebelumnya agar yg systemnya tdk cocok bisa balik ke versi sebelmnya dan yg paling menjengkelkan jawaban dr admin cs bl rada semua bertahun tahun langganan tiap ada masalah selalu dijawab dgn masalah itu atau disarankan melakukan yg justru sdg dihadapi spt saat ini,update tgl april apl bl berfungsi tampilan menu langsung hilang berkali uninsntall install ulang hasil admin dpt memperbaiki menyediakan versi systemnya cocok versi sebelmnya menjengkelkan admin cs bl rada bertahun langganan dgn disarankan sdg dihadapi spt,"['update', 'tgl', 'april', 'apl', 'bl', 'berfungsi', 'tampilan', 'menu', 'langsung', 'hilang', 'berkali', 'uninsntall', 'install', 'ulang', 'hasil', 'admin', 'dpt', 'memperbaiki', 'menyediakan', 'versi', 'systemnya', 'cocok', 'versi', 'sebelmnya', 'menjengkelkan', 'admin', 'cs', 'bl', 'rada', 'bertahun', 'langganan', 'dgn', 'disarankan', 'sdg', 'dihadapi', 'spt']",update tgl april apl bl fungsi tampil menu langsung hilang kali uninsntall install ulang hasil admin dpt baik sedia versi systemnya cocok versi sebelmnya jengkel admin cs bl rada tahun langgan dgn saran sdg hadap spt
"Jaringan gua bagus, gapernah lag pake aplikasi belanja online lain. Make ini belum sampai menu pencarian, di home aja gangguan sinyal terus. Udah restart hp berkali kali, cek jaringan berkali kali tetep aja hasilnya sama. Mengecewakan",1,0,jaringan gua bagus gapernah lag pake aplikasi belanja online lain make ini belum sampai menu pencarian di home aja gangguan sinyal terus udah restart hp berkali kali cek jaringan berkali kali tetep aja hasilnya sama mengecewakan,jaringan gua bagus gapernah lag aplikasi belanja online make menu pencarian home gangguan sinyal udah restart hp berkali kali cek jaringan berkali kali tetep hasilnya mengecewakan,"['jaringan', 'gua', 'bagus', 'gapernah', 'lag', 'aplikasi', 'belanja', 'online', 'make', 'menu', 'pencarian', 'home', 'gangguan', 'sinyal', 'udah', 'restart', 'hp', 'berkali', 'kali', 'cek', 'jaringan', 'berkali', 'kali', 'tetep', 'hasilnya', 'mengecewakan']",jaring gua bagus gapernah lag aplikasi belanja online make menu cari home ganggu sinyal udah restart hp kali kali cek jaring kali kali tetep hasil kecewa
"Ini Bukalapak lagi kenapa ya.? Mau liat transaksi dan ke pencarian ga bisa. Udh di hapus data, di upgrade, hape di restart ulang tetep ga bisa di buka. Di suruh cek internet terus. Padahal pake wifi.. Buka aplikasi yg lain lancar2 aja.",5,1,ini bukalapak lagi kenapa ya mau liat transaksi dan ke pencarian ga bisa udh di hapus data di upgrade hape di restart ulang tetep ga bisa di buka di suruh cek internet terus padahal pake wifi buka aplikasi yg lain lancar aja,bukalapak liat transaksi pencarian hapus data upgrade hape restart ulang tetep buka suruh cek internet wifi buka aplikasi lancar,"['bukalapak', 'liat', 'transaksi', 'pencarian', 'hapus', 'data', 'upgrade', 'hape', 'restart', 'ulang', 'tetep', 'buka', 'suruh', 'cek', 'internet', 'wifi', 'buka', 'aplikasi', 'lancar']",bukalapak liat transaksi cari hapus data upgrade hape restart ulang tetep buka suruh cek internet wifi buka aplikasi lancar
"interfacenya simpel, running appnya gk berat juga di hp low entry, promonya juga konsisten meski cepet banget abis kuotanya, saran saya yang masih kurang adalah kurangnya merchant official, terutama bidang gadget. maju terus bukalapak !",5,1,interfacenya simpel running appnya gk berat juga di hp low entry promonya juga konsisten meski cepet banget abis kuotanya saran saya yang masih kurang adalah kurangnya merchant official terutama bidang gadget maju terus bukalapak ,interfacenya simpel running appnya berat hp low entry promonya konsisten cepet banget abis kuotanya saran kurangnya merchant official bidang gadget maju bukalapak,"['interfacenya', 'simpel', 'running', 'appnya', 'berat', 'hp', 'low', 'entry', 'promonya', 'konsisten', 'cepet', 'banget', 'abis', 'kuotanya', 'saran', 'kurangnya', 'merchant', 'official', 'bidang', 'gadget', 'maju', 'bukalapak']",interfacenya simpel running appnya berat hp low entry promonya konsisten cepet banget abis kuota saran kurang merchant official bidang gadget maju bukalapak
"transaksi aman, menyenangkan, love it.. Tiap transaksi pembayaran angsuran kredit bisa dapet cashback,harga pulsa juga bersaing,pembelian token cepat,coba ditambah lagi untuk pembayaran leasing dan kartu kredit nya,, Satu keluhan,promo² voucher nya sekarang ngga pernah bisa dipake, keterangan nya kuota sudah habis lah,padahal voucher dipake di jam awal kuota dibuka",5,1,transaksi aman menyenangkan love it tiap transaksi pembayaran angsuran kredit bisa dapet cashbackharga pulsa juga bersaingpembelian token cepatcoba ditambah lagi untuk pembayaran leasing dan kartu kredit nya satu keluhanpromo voucher nya sekarang ngga pernah bisa dipake keterangan nya kuota sudah habis lahpadahal voucher dipake di jam awal kuota dibuka,transaksi aman menyenangkan love it transaksi pembayaran angsuran kredit dapet cashbackharga pulsa bersaingpembelian token cepatcoba ditambah pembayaran leasing kartu kredit keluhanpromo voucher ngga dipake keterangan kuota habis lahpadahal voucher dipake jam kuota dibuka,"['transaksi', 'aman', 'menyenangkan', 'love', 'it', 'transaksi', 'pembayaran', 'angsuran', 'kredit', 'dapet', 'cashbackharga', 'pulsa', 'bersaingpembelian', 'token', 'cepatcoba', 'ditambah', 'pembayaran', 'leasing', 'kartu', 'kredit', 'keluhanpromo', 'voucher', 'ngga', 'dipake', 'keterangan', 'kuota', 'habis', 'lahpadahal', 'voucher', 'dipake', 'jam', 'kuota', 'dibuka']",transaksi aman senang love it transaksi bayar angsur kredit dapet cashbackharga pulsa bersaingpembelian token cepatcoba tambah bayar leasing kartu kredit keluhanpromo voucher ngga dipake terang kuota habis lahpadahal voucher dipake jam kuota buka
Bagusss. Pertahankan. Klo bisa lebih di optimalkan lg dr segi pelayanan. Terutama kuota barang di flash deal. Masih terlalu sedikit jenis barangnya. Trus terkait tagihan. Supaya lebih di optimalisasi lg oleh konsumen bukalapak dengan membentuk kerja sama lebih luas lg dgn berbagai leasing pembayaran kredit motor / mobil.,5,1,bagusss pertahankan klo bisa lebih di optimalkan lg dr segi pelayanan terutama kuota barang di flash deal masih terlalu sedikit jenis barangnya trus terkait tagihan supaya lebih di optimalisasi lg oleh konsumen bukalapak dengan membentuk kerja sama lebih luas lg dgn berbagai leasing pembayaran kredit motor  mobil,bagusss pertahankan klo optimalkan segi pelayanan kuota barang flash deal jenis barangnya trus terkait tagihan optimalisasi konsumen bukalapak membentuk kerja luas dgn leasing pembayaran kredit motor mobil,"['bagusss', 'pertahankan', 'klo', 'optimalkan', 'segi', 'pelayanan', 'kuota', 'barang', 'flash', 'deal', 'jenis', 'barangnya', 'trus', 'terkait', 'tagihan', 'optimalisasi', 'konsumen', 'bukalapak', 'membentuk', 'kerja', 'luas', 'dgn', 'leasing', 'pembayaran', 'kredit', 'motor', 'mobil']",bagusss tahan klo optimal segi layan kuota barang flash deal jenis barang trus kait tagih optimalisasi konsumen bukalapak bentuk kerja luas dgn leasing bayar kredit motor mobil
"Makin ribet, dulu di kolom pencarian kita bisa langsung nyari toko nya dengan mudah. Trus kategori barang juga sekarang dihilangkan, padahal sebenernya fiturnya membantu banget, kecewa pokok nya #saran, diberikan fitur tambahan boleh lah, tapi janganlah sampai buang fitur yang sudah ada",1,0,makin ribet dulu di kolom pencarian kita bisa langsung nyari toko nya dengan mudah trus kategori barang juga sekarang dihilangkan padahal sebenernya fiturnya membantu banget kecewa pokok nya saran diberikan fitur tambahan boleh lah tapi janganlah sampai buang fitur yang sudah ada,ribet kolom pencarian langsung nyari toko mudah trus kategori barang dihilangkan sebenernya fiturnya membantu banget kecewa pokok saran fitur tambahan buang fitur,"['ribet', 'kolom', 'pencarian', 'langsung', 'nyari', 'toko', 'mudah', 'trus', 'kategori', 'barang', 'dihilangkan', 'sebenernya', 'fiturnya', 'membantu', 'banget', 'kecewa', 'pokok', 'saran', 'fitur', 'tambahan', 'buang', 'fitur']",ribet kolom cari langsung nyari toko mudah trus kategori barang hilang sebenernya fiturnya bantu banget kecewa pokok saran fitur tambah buang fitur
"pas awal jadi mitra bukalapak beli pulsa terus nomornya tidak valid transaksi auto gagal sekarang nomornya aktif atau ngga ttp aja berhasil menurut saya sih itu sangat merugikan bagi mitra karena jika ada kesalahan pada saat input nomor telepon dan sudah melakukan komplain tetap tidak bisa dibatalkan, bukannya makin bagus tapi makin jelek",1,0,pas awal jadi mitra bukalapak beli pulsa terus nomornya tidak valid transaksi auto gagal sekarang nomornya aktif atau ngga ttp aja berhasil menurut saya sih itu sangat merugikan bagi mitra karena jika ada kesalahan pada saat input nomor telepon dan sudah melakukan komplain tetap tidak bisa dibatalkan bukannya makin bagus tapi makin jelek,pas mitra bukalapak beli pulsa nomornya valid transaksi auto gagal nomornya aktif ngga ttp berhasil merugikan mitra kesalahan input nomor telepon komplain dibatalkan bagus jelek,"['pas', 'mitra', 'bukalapak', 'beli', 'pulsa', 'nomornya', 'valid', 'transaksi', 'auto', 'gagal', 'nomornya', 'aktif', 'ngga', 'ttp', 'berhasil', 'merugikan', 'mitra', 'kesalahan', 'input', 'nomor', 'telepon', 'komplain', 'dibatalkan', 'bagus', 'jelek']",pas mitra bukalapak beli pulsa nomor valid transaksi auto gagal nomor aktif ngga ttp hasil rugi mitra salah input nomor telepon komplain batal bagus jelek
"Buka Potongan Kalap layar putih blank, gak loading sama sekali. Mau bantu potong juga begitu layar blank, setelah di-update kenapa seperti itu sih? Harusnya apk lebih lancar lagi saat dibuka, tolong diperbaiki lagi lah bug seperti itu. Sangat menggangu buat user.",2,0,buka potongan kalap layar putih blank gak loading sama sekali mau bantu potong juga begitu layar blank setelah diupdate kenapa seperti itu sih harusnya apk lebih lancar lagi saat dibuka tolong diperbaiki lagi lah bug seperti itu sangat menggangu buat user,buka potongan kalap layar putih blank loading bantu potong layar blank diupdate apk lancar dibuka tolong diperbaiki bug menggangu user,"['buka', 'potongan', 'kalap', 'layar', 'putih', 'blank', 'loading', 'bantu', 'potong', 'layar', 'blank', 'diupdate', 'apk', 'lancar', 'dibuka', 'tolong', 'diperbaiki', 'bug', 'menggangu', 'user']",buka potong kalap layar putih blank loading bantu potong layar blank diupdate apk lancar buka tolong baik bug menggangu user
"Performa bugnya di perbaiki lagi, kadang suka loading dan lama ke bukanya walaupun sinyalnya bagus dan jaringan 4G,, di rutinkan lagi untuk pemeliharaan aplikasi agar lebih baik, dan nyaman untuk berbelanja,,, karena kalau begini terus customer lama2 gak nyaman dengan performa aplikasi yang menjadi kurang lancar, terimakasih",2,0,performa bugnya di perbaiki lagi kadang suka loading dan lama ke bukanya walaupun sinyalnya bagus dan jaringan g di rutinkan lagi untuk pemeliharaan aplikasi agar lebih baik dan nyaman untuk berbelanja karena kalau begini terus customer lama gak nyaman dengan performa aplikasi yang menjadi kurang lancar terimakasih,performa bugnya perbaiki kadang suka loading bukanya sinyalnya bagus jaringan g rutinkan pemeliharaan aplikasi nyaman berbelanja customer nyaman performa aplikasi lancar terimakasih,"['performa', 'bugnya', 'perbaiki', 'kadang', 'suka', 'loading', 'bukanya', 'sinyalnya', 'bagus', 'jaringan', 'g', 'rutinkan', 'pemeliharaan', 'aplikasi', 'nyaman', 'berbelanja', 'customer', 'nyaman', 'performa', 'aplikasi', 'lancar', 'terimakasih']",performa bugnya baik kadang suka loading buka sinyal bagus jaring g rutin pelihara aplikasi nyaman belanja customer nyaman performa aplikasi lancar terimakasih
"Di Pembaruan terakhir, tiap buka fitur kode kalap cuma menampilkan gambar putih & tiap akses fitur jempol kalap selalu diarahkan ke halaman untuk donlot aplikasi, padahal aplikasi sudah terinstall lama. :(( Sudah clear chace & hapus data aplikasi tapi tetap terjadi kendala yg sama.",2,0,di pembaruan terakhir tiap buka fitur kode kalap cuma menampilkan gambar putih  tiap akses fitur jempol kalap selalu diarahkan ke halaman untuk donlot aplikasi padahal aplikasi sudah terinstall lama  sudah clear chace  hapus data aplikasi tapi tetap terjadi kendala yg sama,pembaruan buka fitur kode kalap menampilkan gambar putih akses fitur jempol kalap diarahkan halaman donlot aplikasi aplikasi terinstall clear chace hapus data aplikasi kendala,"['pembaruan', 'buka', 'fitur', 'kode', 'kalap', 'menampilkan', 'gambar', 'putih', 'akses', 'fitur', 'jempol', 'kalap', 'diarahkan', 'halaman', 'donlot', 'aplikasi', 'aplikasi', 'terinstall', 'clear', 'chace', 'hapus', 'data', 'aplikasi', 'kendala']",baru buka fitur kode kalap tampil gambar putih akses fitur jempol kalap arah halaman donlot aplikasi aplikasi terinstall clear chace hapus data aplikasi kendala
"Aplikasinya kurang sempurna, lebih jelek dari sebelumnya, kemaren buka pembelian mau konfirmasi TERIMA langsung ke menu Utama, sekarang lebih parah, pada saat memilih sesuatu yg sdh di beli malah Aplikasi langsung keluar, sdh install ulang hasil tetap sama",1,0,aplikasinya kurang sempurna lebih jelek dari sebelumnya kemaren buka pembelian mau konfirmasi terima langsung ke menu utama sekarang lebih parah pada saat memilih sesuatu yg sdh di beli malah aplikasi langsung keluar sdh install ulang hasil tetap sama,aplikasinya sempurna jelek kemaren buka pembelian konfirmasi terima langsung menu utama parah memilih sdh beli aplikasi langsung sdh install ulang hasil,"['aplikasinya', 'sempurna', 'jelek', 'kemaren', 'buka', 'pembelian', 'konfirmasi', 'terima', 'langsung', 'menu', 'utama', 'parah', 'memilih', 'sdh', 'beli', 'aplikasi', 'langsung', 'sdh', 'install', 'ulang', 'hasil']",aplikasi sempurna jelek kemaren buka beli konfirmasi terima langsung menu utama parah pilih sdh beli aplikasi langsung sdh install ulang hasil
"Terbaik dari aplikasi serupa, coba berbagai aplikasi serupa tapi cuma BL yg awet, entah berapa tahun bertransaksi pake BL alhamdulillah tidak pernah mengecewakan.... aplikasinya ga ribet.. udah nyaman pake BL... cuma 1 yang mengecewakan..... ""belum pernah dapet serbu seru"" hehehehe",5,1,terbaik dari aplikasi serupa coba berbagai aplikasi serupa tapi cuma bl yg awet entah berapa tahun bertransaksi pake bl alhamdulillah tidak pernah mengecewakan aplikasinya ga ribet udah nyaman pake bl cuma  yang mengecewakan belum pernah dapet serbu seru hehehehe,terbaik aplikasi coba aplikasi bl awet bertransaksi bl alhamdulillah mengecewakan aplikasinya ribet udah nyaman bl mengecewakan dapet serbu seru hehehehe,"['terbaik', 'aplikasi', 'coba', 'aplikasi', 'bl', 'awet', 'bertransaksi', 'bl', 'alhamdulillah', 'mengecewakan', 'aplikasinya', 'ribet', 'udah', 'nyaman', 'bl', 'mengecewakan', 'dapet', 'serbu', 'seru', 'hehehehe']",baik aplikasi coba aplikasi bl awet transaksi bl alhamdulillah kecewa aplikasi ribet udah nyaman bl kecewa dapet serbu seru hehehehe
"Pengalaman pertama yang tidak memuaskan. Program potongan kalap yg menggiurkan tapi sepertinya bohong.. Masa udah stay nunggu tiba waktu bayar. Tapi pas tiba waktu pembayaran, gagal dan kemudian langsung stok habis.. kan sengaja disetting?...",2,0,pengalaman pertama yang tidak memuaskan program potongan kalap yg menggiurkan tapi sepertinya bohong masa udah stay nunggu tiba waktu bayar tapi pas tiba waktu pembayaran gagal dan kemudian langsung stok habis kan sengaja disetting,pengalaman memuaskan program potongan kalap menggiurkan bohong udah stay nunggu bayar pas pembayaran gagal langsung stok habis sengaja disetting,"['pengalaman', 'memuaskan', 'program', 'potongan', 'kalap', 'menggiurkan', 'bohong', 'udah', 'stay', 'nunggu', 'bayar', 'pas', 'pembayaran', 'gagal', 'langsung', 'stok', 'habis', 'sengaja', 'disetting']",alam muas program potong kalap giur bohong udah stay nunggu bayar pas bayar gagal langsung stok habis sengaja disetting
